Name,"NCBI GI","Uniprot Accession"
508021,38232932,
508022,45442957,
508023,45440847,
508024,24378973,
508025,45441876,
508026,269125053,
508027,15615469,
508028,255767667,255767667
508029,87198594,
508030,182626637,
508031,284038323,
508032,170696256,
508033,345519747,
508034,314995948,
508035,257137786,
508036,157150416,
508037,45440632,
508038,306518993,
508039,93006970,
508040,116627252,
508041,218551139,
508042,223038625,
508043,15615222,
508044,21226414,
508045,34558365,
508046,70606417,
508047,311110757,
508048,145594786,
508049,15596882,
508050,38233481,
508051,24379206,
508052,29827019,
508053,71737902,
508054,172061746,
508055,150400432,
508056,15901261,
508057,268678850,
508058,55821495,
508059,28869251,
508060,15672793,
508061,218665775,
508062,125716976,
508063,116628214,
508064,160879047,
508065,152978008,
508066,319646272,
508067,25010669,
508068,24379690,
508069,91788582,
508070,89902983,
508071,240138058,
508072,110799080,
508073,257141381,
508074,307707748,
508075,15673714,
508076,89900123,
508077,282851810,
508078,134046098,
508079,38234775,
508080,153951431,
508081,222152814,
508082,115351769,
508083,227903824,
508084,15676959,
508085,116627389,
508086,150401476,
508087,72161360,
508088,15672587,
508089,117927310,
508090,33603476,
508091,220905100,
508092,146278977,
508093,121634781,
508094,269125202,
508095,15614309,
508096,116628142,
508097,284989069,
508098,134098320,
508099,332873152,
508100,21231266,
508101,188991500,
508102,117929310,
508103,110801386,
508104,120553841,
508105,396771,
508106,86360271,
508107,126699342,
508108,53804850,
508109,126641283,
508110,148642779,
508111,5834302,
508112,57242606,
508113,17231206,
508114,126700380,
508115,114328544,
508116,291005635,
508117,221231883,
508118,58040370,
508119,34540324,
508120,83854822,
508121,325682152,
508122,218562297,
508123,301066579,
508124,152966776,
508125,188995131,
508126,186682053,
508127,78777277,
508128,55980678,
508129,17230999,
508130,21233326,
508131,46199550,
508132,55981581,
508133,148269433,
508134,42781953,
508135,116496066,
508136,15888040,
508137,57168960,
508138,306520878,
508139,41407035,
508140,296139566,
508141,160880665,
508142,58336402,
508143,33597318,
508144,134101880,
508145,157963991,
508146,17231587,
508147,220904290,
508148,83591854,
508149,291008590,
508150,121633916,
508151,24375526,
508152,269128216,
508153,126642005,
508154,255531422,
508155,154246848,
508156,162146685,
508157,42782835,
508158,34496981,
508159,29828808,
508160,337763145,
508161,193077554,
508162,162146737,
508163,291008718,
508164,157150817,
508165,86157519,
508166,34497046,
508167,167763293,
508168,170077737,
508169,146291180,
508170,256827286,
508171,167970465,
508172,15841488,
508173,72162883,
508174,73663808,
508175,146300702,
508176,152964220,
508177,150010214,
508178,124485381,
508179,145593843,
508180,213692317,
508181,152968111,
508182,256826957,
508183,227533482,
508184,16804397,
508185,33598550,
508186,188994560,
508187,24379601,
508188,281414866,
508189,60682590,
508190,109896606,
508191,291004782,
508192,254505639,
508193,220915597,
508194,75910010,
508195,305433250,
508196,119962827,
508197,189466740,
508198,145593694,
508199,154246873,
508200,184201504,
508201,86156878,
508202,46578754,
508203,15900698,
508204,86355910,
508205,218668127,
508206,126697812,
508207,75758902,
508208,29347087,
508209,222152499,
508210,116873718,
508211,188992354,
508212,17544751,
508213,150009994,
508214,15594414,
508215,15672719,
508216,119716230,
508217,257067881,
508218,119717420,
508219,269127556,
508220,18976537,
508221,269119032,
508222,14590182,
508223,15599081,
508224,157150408,
508225,15805441,
508226,255035726,
508227,37522780,
508228,325830603,
508229,152964887,
508230,291006985,
508231,145596056,
508232,228473989,
508233,160879400,
508234,4127501,
508235,94309086,
508236,15643416,
508237,294778949,
508238,291296665,
508239,220913007,
508240,55981478,
508241,148643312,
508242,256423031,
508243,72161912,
508244,121635304,
508245,15677512,
508246,15610250,
508247,81299321,
508248,126180009,
508249,114328945,
508250,22537291,
508251,314996720,
508252,15895467,
508253,220911079,
508254,34497715,
508255,215484465,
508256,186686228,
508257,170077775,
508258,170745252,
508259,257126839,
508260,167630591,
508261,296128536,
508262,16082598,
508263,257126837,
508264,17938904,
508265,325856897,
508266,150005766,
508267,33591730,
508268,281418820,
508269,284039639,
508270,34497182,
508271,228473699,
508272,183983808,183983808
508273,220905307,
508274,157149927,
508275,150402838,
508276,255034814,
508277,153838634,
508278,15896555,
508279,110636823,
508280,125717527,
508281,126180156,
508282,93006627,
508283,332869718,
508284,306519032,
508285,257069087,
508286,83814682,
508287,16802306,
508288,37520921,
508289,94313453,
508290,29828093,
508291,240136868,
508292,257069820,
508293,55980261,
508294,46199997,
508295,81301318,
508296,33603649,
508297,120601444,
508298,170726345,
508299,86157742,
508300,168209220,
508301,320115108,
508302,126699247,
508303,118472319,
508304,150399694,
508305,75909033,
508306,55981487,
508307,170078720,
508308,220914415,
508309,83593130,
508310,186682700,
508311,170692701,
508312,15679781,
508313,260906626,
508314,257068328,
508315,91785958,
508316,187940067,
508317,90021682,
508318,157364883,
508319,146279982,
508320,186685372,
508321,81301155,
508322,34496857,
508323,86157083,
508324,71736495,
508325,291008869,
508326,308126511,
508327,150010486,
508328,73663740,
508329,145594530,
508330,239916911,
508331,294507264,
508332,213692533,
508333,209542933,
508334,186682776,
508335,153951406,
508336,269119790,
508337,11498056,
508338,268317859,
508339,119961882,
508340,296131407,
508341,157150512,
508342,283856303,
508343,78224142,
508344,125717372,
508345,186683304,
508346,255530177,
508347,20092564,
508348,170076885,
508349,126698567,
508350,55823728,
508351,170077432,
508352,305432870,
508353,284038279,
508354,86361080,
508355,294508279,
508356,302308749,
508357,70732208,
508358,306519964,
508359,92112422,
508360,15897056,
508361,29833270,
508362,34557882,
508363,15679082,
508364,110800254,
508366,183984852,
508367,186684528,
508368,242281093,
508369,308513283,
508370,126179537,
508371,54309315,
508372,213691973,
508373,18977791,
508374,15891525,
508375,186683712,
508376,37520402,
508377,146298904,
508378,167040717,
508379,260904532,
508380,119960716,
508381,15895495,
508383,281412528,
508384,14591216,
508385,28900552,
508386,153836477,
508387,91789972,
508388,222099861,
508389,83955981,
508390,119964118,
508391,255532123,
508392,167626358,
508393,81299504,
508394,294849394,
508395,320116235,
508396,29830451,
508397,170696289,
508398,256419442,
508399,268316911,
508400,29833869,
508401,332868577,
508402,256421192,
508403,86157100,
508404,19703443,
508405,70607260,
508406,89899455,
508407,72162128,
508408,257142297,
508409,186685685,
508410,296121138,
508411,15644448,
508412,186683944,
508413,257126978,
508414,302306305,
508415,257065612,
508416,154244991,
508417,170077509,
508418,157364805,
508419,218549451,
508420,37523509,
508421,83944599,
508422,17545982,
508423,33595541,
508424,163847625,
508425,27467423,
508426,221195310,
508427,42784140,
508428,86158294,
508429,269798003,
508430,83815645,
508431,15894501,
508432,16079086,
508433,15896621,
508434,15594353,
508435,28897395,
508436,52840350,
508437,86359019,
508438,73663303,
508439,220917178,
508440,70730210,
508441,114798555,
508442,71736964,
508443,29832353,
508444,294778531,
508446,16131910,
508447,148546291,
508448,49176390,49176390
508449,16131561,
508450,16131620,
508451,16129970,
508452,16131744,
508453,49176441,
508454,16131436,
508455,90111527,
508456,16128056,
508457,16128057,
508458,16130709,
508459,49176286,
508460,68171183,
508461,197382691,
508462,156103317,
508463,603641,603641
508464,21283396,21283396
508465,15644010,15644010
508466,15640262,15640262
508467,6321214,6321214
508468,238923794,238923794
508469,113460322,113460322
508470,71747662,71747662
508471,56707697,56707697
508472,16272419,
508473,16272508,
508474,16272967,
508475,16272564,
508476,49183336,
508477,30018561,
508478,90111373,
508479,16131088,
508480,16128193,
508481,29141299,
508482,29143567,
508483,29142602,
508484,29140789,
508485,29142468,
508486,16273634,
508487,16272635,
508488,16273566,
508489,26987692,
508490,26989251,
508491,29347123,
508492,29349539,
508493,29833012,
508494,218928687,218928687
508495,218930590,218930590
508496,218930832,218930832
508497,218927367,218927367
508498,218927641,218927641
508499,218929705,218929705
508500,218927352,218927352
508501,218930324,218930324
508502,218928243,218928243
508503,218931070,218931070
508504,218929535,218929535
508505,218931084,218931084
508506,218929648,218929648
508507,218929979,218929979
508508,218927248,218927248
508509,218927498,218927498
508510,218928465,218928465
508511,22091452,
508512,,A6TGK6
508513,,Q8E044
508514,,Q60099
508515,,Q5L139
508516,,Q185X7
508517,,O67920
508518,,O59346
508519,,Q181K6
508520,,Q7MWA6
508521,,Q9BSH5
508522,,Q9H0R4
508523,,Q9X264
508524,,Q96XE7
508525,,Q9HLQ2
508526,,Q3UGR5
508527,,O67359
508528,,Q86V88
508529,,P36151
508530,,Q9RTQ1
508531,,Q9D967
508532,,Q96X90
508533,,Q97NG6
508534,,Q8DTD6
508535,,Q99ZW4
508536,,O31667
508537,,Q836C7
508538,,Q8KBS5
508539,,Q97T51
508540,,A9CJW3
508541,,Q96GD0
508542,16128651,
508543,114799234,
508544,150950978,
508545,86749096,
508546,91977879,
508547,148252238,
508548,114797545,
508549,90422167,
508550,257068911,
508551,37520286,
508552,34498246,
508553,149245716,
508554,300722666,
508555,50291763,
508556,302307155,
508557,150866756,
508558,68486827,
508559,294658820,
508560,39995585,
508561,150864569,
508562,50292793,
508563,68466982,
508564,45198877,
508565,124023871,
508566,33862457,
508567,68467070,
508568,149247629,
508569,186682929,
508570,294655177,
508571,59711719,
508572,15600485,
508573,297585186,
508574,50289045,
508575,222106321,
508576,222147622,
508577,68482577,
508578,50425565,
508579,126138232,
508580,269122082,
508581,149240035,
508582,42527482,
508583,148642369,
508584,149242187,
508585,269123888,
508586,15678430,
508587,217426232,
508588,189092393,
508589,50429179,
508590,50424155,
508591,68472306,
508592,302309637,
508593,183984380,
508594,257791198,
508595,222147842,
508596,152979330,
508597,222823662,
508598,148549115,
508599,154148202,
508600,223039872,
508601,33151534,
508602,254363059,
508603,167763883,
508604,34558353,
508605,268679304,
508606,255037256,
508607,257124936,
508608,21232229,
508609,269797608,
508610,220919404,
508611,86160588,
508612,242279725,
508613,257138077,
508614,19703558,
508615,10697122,
508616,93006317,
508617,400756565,
508618,115360924,
508619,284040721,
508620,81301097,
508621,28198549,
508622,78356810,
508623,167627936,
508624,59710784,
508627,269792898,
508628,284037685,
508629,269118788,
508630,83953634,
508631,83942414,
508632,50288033,
508633,149244778,
508634,302309520,
508635,150951531,
508636,68480248,
508637,68480364,
508638,68470356,
508639,50422117,
508640,150865548,
508641,68470619,
508642,149238031,
508643,50302495,
508644,50423367,
508645,159118859,
508646,294658707,
508647,50289113,
508648,16331011,
508650,291294527,
508651,218666215,
508652,296123916,
508654,33864532,
508655,124024705,
508656,16331983,
508657,81299619,
508658,170077510,
508660,72383159,
508661,124026900,
508662,146301705,
508664,187736003,
508665,74318645,
508667,218549279,
508668,156933426,
508669,92114722,
508670,268316072,
508671,32365727,
508672,50121176,
508673,83954121,
508674,170078627,
508675,83942946,
508676,110680864,
508677,120555493,
508678,109898479,
508679,71279977,
508680,90022850,
508682,33861516,
508683,93004813,
508684,123968431,
508685,114564012,
508686,159903217,
508687,126696234,
508688,157413263,
508689,33240179,
508690,14590779,
508691,78779223,
508692,124025622,
508693,33359488,
508694,72382087,
508695,50292685,
508696,68469299,
508697,45720060,
508698,50418122,
508699,126133689,
508700,149244492,
508701,45185468,
508702,262202115,
508703,296131320,
508704,384199831,
508705,13541111,
508706,163838855,
508707,153951527,
508708,57506032,
508709,146304877,
508710,240138513,
508711,20089216,
508712,284988899,
508713,20089215,
508714,269797246,
508715,134102050,
508716,55378391,
508717,110004081,
508718,145597034,
508719,76801518,
508720,110004321,
508721,242277656,
508722,71893699,
508723,269122017,
508724,260904845,
508725,269124179,
508726,269120869,
508727,257065946,
508728,110800774,
508729,269119196,
508730,257387857,
508731,162447200,
508732,169825224,
508733,45655589,
508734,269120358,
508735,257066255,
508736,12045121,
508737,110005317,
508738,269122529,
508739,15594766,
508740,241896625,
508741,167627676,
508742,269119002,
508743,15789895,
508744,448289670,
508745,167630472,
508746,116619141,
508747,269121911,
508748,16804615,
508749,71893825,
508750,42781522,
508751,116873943,
508752,221195422,
508753,30262426,
508754,347550034,
508755,384199533,
508756,290473478,
508757,16801782,
508758,157363948,
508759,347549881,
508760,110004624,
508761,110004068,
508762,19704204,
508763,13508120,
508764,297585203,
508765,269122528,
508766,241895761,
508767,268315961,
508768,222102036,
508769,144227627,
508770,162447499,
508771,220911922,
508772,146303513,
508773,257068103,
508774,258653023,
508775,162447176,
508776,12045119,
508777,71893833,
508778,241895454,
508779,15898938,
508780,238809958,
508781,78778272,
508782,257065748,
508783,221194953,
508784,258653473,
508785,221195303,
508786,13508166,
508787,12044977,
508788,257125250,
508789,110004069,
508790,83815806,
508791,13508122,
508792,13508003,
508793,269124140,
508794,221194657,
508795,15894712,
508796,271966872,
508797,12045235,
509001,17232177,
509002,186683963,
509003,256423108,
509004,256423714,
509005,256422959,
509006,256420841,
509007,291005681,
509008,291005009,
509009,291008116,
509010,186683040,
509011,269127317,
509012,183983210,
509013,183980311,
509016,17229297,
509017,21225053,
509018,29828196,
509019,37521313,
509020,41409169,
509021,72163475,
509023,74317715,
509025,83310465,
509026,83311607,
509027,83311608,
509030,83593094,
509031,83718303,
509032,257138835,
509034,86748846,
509035,86749846,
509036,89900341,
509037,89900342,
509038,91775821,
509039,91775822,
509040,91787893,
509041,91978040,
509043,94313076,
509044,94314536,
509045,110677533,
509046,114328644,
509047,114328645,
509048,115351973,
509049,115358436,
509050,115359698,
509052,116618149,
509053,117928900,
509054,117928901,
509055,118468542,
509057,121602819,
509058,121607074,
509059,121611283,
509060,124266480,
509061,124266481,
509062,126178069,
509063,291005600,
509064,291002930,
509065,134100863,
509066,145596950,
509067,146297824,
509068,146303847,
509069,152967173,
509070,154248232,
509071,114327619,
509072,170748697,
509073,83953792,
509074,170690690,
509075,170690911,
509076,255035798,
509077,162147407,
509078,170692387,
509079,186683196,
509080,292655297,
509081,16126230,
509082,218665783,
509083,292656645,
509084,257792010,
509085,296130725,
509086,187734873,
509087,255531987,
509088,260906399,
509089,163848234,
509090,56696995,
509091,284991731,
509092,170078541,
509093,126462151,
509094,146278111,
509095,291003522,
509096,209543974,
509097,162147951,
509098,268316826,
509099,268317156,
509100,184201730,
509101,296138209,
509102,284040790,
509103,187735955,
509104,240138462,
509105,240138463,
509106,258652701,
509107,256424593,
509108,240139766,
509109,257067652,
509110,240011021,
509111,162448250,
509112,229918212,
509113,297584503,
509114,52840366,
509115,170751793,
509116,291294777,
509117,110680365,
509118,281415198,
509119,262202469,
509120,291005916,
509121,83814125,
509122,257386965,
509123,313125835,
509124,257386347,
509125,170749249,
509126,313126841,
509127,256831588,
509129,296122491,
509130,296122492,
509131,170751794,
509132,13541888,
509133,2114024,
509134,15608129,
509135,2911093,
509136,15610519,
509137,16801110,
509138,17547542,
509139,18977474,
509140,24375152,
509141,26987423,
509142,27468075,
509143,28056618,
509144,28897101,
509145,33151879,
509146,33599305,
509147,34496302,
509148,34541591,
509149,37520322,
509150,38233043,
509151,38234187,
509152,41408009,
509153,41410156,
509154,45357608,
509155,46143904,
509156,49475216,
509157,50119637,
509158,53802938,
509159,54307607,
509160,56459585,
509161,56551460,
509162,56695234,
509163,58040424,
509164,59710884,
509165,69248976,
509166,71278535,
509167,72161455,
509168,72163080,
509169,74316881,
509170,75907691,
509171,76788536,
509172,76802484,
509173,76802911,
509174,78223658,
509175,81301171,
509176,83311261,
509177,83589030,
509178,83590100,
509179,83594282,
509180,257137855,
509181,83756724,
509182,83816814,
509183,83854856,
509184,86356521,
509185,87199374,
509186,88604119,
509187,89900061,
509188,90020654,
509189,91776572,
509190,91786742,
509191,91794278,
509192,92112606,
509193,93006580,
509194,94312038,
509195,109900040,
509196,110636883,
509197,110638671,
509198,110680572,
509199,114327555,
509200,114564252,
509201,114798232,
509202,116091832,
509203,116617356,
509204,116629023,
509205,117617957,
509206,117927490,
509207,117928903,
509208,118469870,
509209,183980932,
509210,119714798,
509211,119717308,
509212,119962314,
509213,119964240,
509214,119964435,
509215,120553786,
509216,121602666,
509217,121610836,
509218,121635537,
509219,124265703,
509220,124485508,
509221,125973083,
509222,126179759,
509223,126642763,
509224,127511802,
509225,134098296,
509226,291003525,
509227,291008114,
509228,291003113,
509229,291004465,
509230,145595766,
509231,145596562,
509232,145596949,
509233,146299023,
509234,146299544,
509235,146304882,
509236,148643503,
509237,149932200,
509238,150004490,
509239,149937982,
509240,149938726,
509241,150026116,
509242,150399805,
509243,150401609,
509244,152964618,
509245,152967171,
509246,152978590,
509247,154245320,
509248,157960679,
509249,221195086,
509250,163841244,
509251,163841369,
509252,257067655,
509253,183983198,
509254,257068597,
509255,269127237,
509256,255037310,
509257,170725365,
509258,257069301,
509259,257474242,
509260,284037886,
509261,269128599,
509262,218665678,
509263,255038819,
509264,296129905,
509265,255530459,
509266,292656843,
509267,296130537,
509268,260905104,
509269,260905289,
509270,255531531,
509271,170695309,
509272,163847417,
509273,260906389,
509274,184201140,
509275,163847875,
509276,187736086,
509277,281413632,
509278,220912326,
509279,284991729,
509280,302308079,
509281,256831589,
509282,163849265,
509283,284992911,
509284,241895189,
509285,184200190,
509286,170077205,
509287,209542242,
509288,268316794,
509289,284040578,
509290,184201731,
509291,256422682,
509292,256826840,
509293,268317461,
509294,258651230,
509295,296138466,
509296,228473247,
509297,258652703,
509298,262201095,
509299,258653364,
509300,228474123,
509301,296140358,
509302,240139858,
509303,220905174,
509304,256425937,
509305,222152303,
509306,297584422,
509307,229918708,
509308,269798314,
509309,167627921,
509310,291294415,
509311,291294791,
509312,183984773,
509313,183980313,
509314,166853570,
509315,297619910,
509316,229495533,
509317,229496293,
509318,183982574,
509319,170751717,
509320,239917873,
509321,183983202,
509322,183983209,
509323,281415557,
509324,281415197,
509325,242278239,
509326,262202475,
509327,183985063,
509328,262202925,
509329,220915526,
509330,257388648,
509331,313125957,
509332,296120422,
509333,256831793,
509334,256832658,
509335,291009770,
509336,167630030,
509337,15553717,
509338,19704873,
509339,20092943,
509340,21219102,
509341,21492720,
509342,28895620,
509343,22536677,
509344,24373100,
509345,24379060,
509346,27468120,
509347,28867927,
509348,28897461,
509349,33152401,
509350,34498146,
509351,37519985,
509352,45190485,
509353,46143506,
509354,49476181,
509355,50120071,
509356,54308001,
509357,55821223,
509358,56461237,
509359,56695165,
509360,81299587,
509361,57167586,
509362,57019843,
509363,57242131,
509364,57505616,
509365,59711319,
509366,293398096,
509367,69244725,
509368,71278749,
509369,73662542,
509370,74316898,
509371,75908916,
509372,76800954,
509373,78223142,
509374,78776538,
509375,78777056,
509376,83312002,
509377,83590356,
509378,83593950,
509379,257141897,
509380,83953189,
509381,86359590,
509382,87200267,
509383,89901647,
509384,90022863,
509385,91776484,
509386,91787628,
509387,91793921,
509388,91978222,
509389,92112233,
509390,94311552,
509391,109897645,
509392,110677528,
509393,110677933,
509394,114326884,
509395,114563954,
509396,114797210,
509397,115358000,
509398,116491232,
509399,116491791,
509400,116495118,
509401,116618696,
509402,117618681,
509403,120555348,
509404,121601917,
509405,121610223,
509406,124267817,
509407,125717531,
509408,125973349,
509409,126180126,
509410,126698801,
509411,127513698,
509412,291004002,
509413,146303474,
509414,148531439,
509415,148545812,
509416,152979039,
509417,154174404,
509418,154174645,
509419,154244163,
509420,156932566,
509421,156935030,
509422,157150564,
509423,157165525,
509424,157363190,
509425,157962808,
509426,254361652,
509427,154247505,
509428,156932561,
509429,223040963,
509430,222823159,
509431,257125255,
509432,222823775,
509433,241894940,
509434,170691118,
509435,170727812,
509436,158604961,
509437,240139478,
509438,292654483,
509439,257066522,
509440,209542274,
509441,213691849,
509442,170077705,
509443,240139077,
509444,269792514,
509445,187735758,
509446,268679951,
509447,220904228,
509448,268680553,
509449,229916250,
509450,162448166,
509451,188990958,
509452,297584556,
509453,269797982,
509454,167627431,
509455,222153401,
509456,223038350,
509457,167628424,
509458,222099500,
509459,307724505,
509460,160880644,
509461,161504393,
509462,167630013,
509463,193078216,
509464,222100092,
509465,242278215,
509466,170747046,
509467,220916330,
509468,257387323,
509469,218665395,
509470,170749228,
509471,313127585,
509472,269121046,
509473,296122688,
509474,296123158,
509475,169824537,
509476,269123398,
509477,254509029,
509478,18307853,
509479,311069671,
509480,196250964,
509481,297528712,
509482,169829787,
509483,89894773,
509484,157693593,
509485,219666168,
509486,229015006,
509487,336237021,
509488,325289010,
509489,182439858,
509490,170109922,
509491,254264777,
509492,326446045,
509493,134058052,
509494,294817110,
509495,302780403,
509496,291447868,
509497,302780615,
509498,302823036,
509499,326446935,
509500,326446571,
509501,242213638,
509502,302521841,
509503,291437356,
509504,291454050,
509505,302538249,
509506,302526777,
509507,320012211,
509508,119497923,
509509,302819631,
509510,302754948,
509511,294817522,
509512,302781913,
509513,302812589,
509514,302788696,
509515,302786424,
509516,134079299,
509517,302506971,
509518,326477769,
509519,254301704,
509520,238492925,
509521,116686885,
509522,302864853,
509523,302780165,
509524,294817031,
509525,326445995,
509526,294816869,
509527,302868890,
509528,238502467,
509529,289774256,
509530,254392805,
509531,134080856,
509548,134098533,
509549,300591883,
509550,300591673,
509551,259708578,
509552,39650658,
509553,259708376,
509554,300591669,
509555,254744845,
509556,300591725,
509557,52141979,
509558,404489507,
509559,167821601,
509560,53803023,
509561,53758581,
509562,56552444,
509563,58003100,
509564,227480502,
509565,75761751,
509566,75704592,
509567,76583469,
509568,78192895,
509569,83310466,
509570,83716953,
509571,86748849,
509572,91684494,
509573,94313075,
509574,93357180,
509575,114328771,
509576,115284984,
509577,115360845,
509578,116696143,
509579,117928904,
509580,134100860,
509581,291004000,
509582,148252911,
509583,149247281,
509584,150865294,
509585,44986414,
509586,51013393,
509587,46431776,
509588,68491320,
509589,149235211,
509590,149237394,
509591,149238884,
509592,150864877,
509593,150866764,
509594,149388512,
509595,159108757,
509596,159116757,
509597,294657137,
509598,294659848,
509599,242121719,
509600,209543971,
509601,222102319,
509602,186468728,
509603,161522970,
509604,160346566,
509605,199434447,
509606,270508355,
509607,170144158,
509608,269126252,
509609,312294236,
509610,161785982,
509611,443591143,
509612,172039423,
509613,269128007,
509614,75761752,
509615,161519724,
509616,392387986,
509617,296013508,
509618,296014495,
509619,170658318,
509620,308329128,
509621,270507859,
509622,195944497,
509623,296016620,
509624,15842972,
509625,386358585,
509626,357402509,
509627,146302956,
509628,419724567,
509629,353784530,
509630,436940186,
509631,270487335,
509632,420211850,
509633,186464803,
509634,255038133,
509635,423550428,
509636,432230554,
509637,152965074,
509638,15965252,
509639,56707470,
509640,439973824,
509641,365869201,
509642,229129099,
509643,449063144,
509644,406710245,
509645,424694175,
509646,384132520,
509647,404462687,
509648,75907137,
509649,268679085,
509650,157364645,
509651,418586113,
509652,333967542,
509653,290473662,
509654,298374648,
509655,239838936,
509656,154162440,
509657,170660606,
509658,268683290,
509659,133910703,
509660,117928004,
509661,222152441,
509662,339275127,
509663,270507038,
509664,337765585,
509665,57242352,
509666,284990197,
509667,74491652,
509668,150033545,
509669,60491461,
509670,449997479,
509671,222823978,
509672,37524678,
509673,39997015,
509674,302346064,
509675,91775879,
509676,326944605,
509677,167700141,
509678,256832762,
509679,183984351,
509680,268314695,
509681,49657643,
509682,71145156,
509683,114798355,
509684,160880756,
509685,147736059,
509686,268612572,
509687,89143493,
509688,124267164,
509689,229603927,
509690,418058575,
509691,9656817,
509692,119962993,
509693,445578707,
509694,116514308,
509695,78777195,
509696,86281640,
509697,167816378,
509698,90022238,
509699,72160860,
509700,94310381,
509701,116492647,
509702,357401467,
509703,126275948,
509704,74316807,
509705,86749805,
509706,146411175,
509707,15669562,
509708,73662817,
509709,300889312,
509710,55820295,
509711,257069432,
509712,125862524,
509713,332275848,
509714,91974543,
509715,33572167,
509716,2649909,
509717,239917049,
509718,209570559,
509719,126179731,
509720,20093189,
509721,110679818,
509722,85776514,
509723,58040245,
509724,94544761,
509725,162147933,
509726,167630329,
509727,319640264,
509728,167626814,
509729,162447993,
509730,297618677,
509731,114315774,
509732,296028952,
509733,311814192,
509734,124362494,
509735,386013531,
509736,116333951,
509737,159888811,
509738,157847700,
509739,113526806,
509740,117649551,
509741,134045278,
509742,170747236,
509743,157413563,
509744,257387596,
509745,269127438,
509746,145595958,
509747,257066101,
509748,186468480,
509749,257476107,
509750,294656760,
509751,213926120,
509752,187425739,
509753,115282087,
509754,219858893,
509755,121634061,
509756,256420097,
509757,121608414,
509758,87135075,
509759,146450414,
509760,284039283,
509761,78779486,
509762,86572969,
509763,116491009,
509764,125498778,
509765,83589886,
509766,220912715,
509767,307708101,
509768,146451150,
509769,82946434,
509770,221194519,
509771,159119300,
509772,127513559,
509773,311814232,
509774,213691678,
509775,126696537,
509776,296130028,
509777,57020946,
509778,218665933,
509779,53758948,
509780,262203042,
509781,256833106,
509782,169795683,
509783,291009342,
509784,120555455,
509785,213857438,
509786,20090682,
509787,149772674,
509788,76802905,
509789,123198841,
509790,163840336,
509791,89346188,
509792,150014262,
509793,145302758,
509794,119536825,
509795,6460263,
509796,296028584,
509797,117560242,
509798,297584071,
509799,157164000,
509800,313125505,
509801,206981481,
509802,257068869,
509803,284989528,
509804,148255866,
509805,448286896,
509806,167831229,
509807,124362487,
509808,269792545,
509809,258557758,
509810,271969714,
509811,76802908,
509812,119535957,
509813,290470155,
509814,241895747,
509815,170142576,
509816,228275129,
509817,92394214,
509818,262084959,
509819,110282461,
509820,91795790,
509821,258652080,
509822,153092600,
509823,151361834,
509824,116495064,
509825,221735844,
509826,109897578,
509827,91977323,
509828,75703386,
509829,296120537,
509830,445578710,
509831,256827505,
509832,20904338,
509833,206981463,
509834,268310287,
509835,242121627,
509836,255343881,
509837,83814114,
509838,219868094,
509839,300724789,
509840,149238383,
509841,229496176,
509842,311814188,
509843,257126983,
509844,268317512,
509845,149385702,
509846,209570555,
509848,170727616,
509849,296128803,
509850,146299451,
509851,188593842,
509852,152979620,
509853,91697778,
509854,162955252,
509855,91714917,
509856,124026194,
509857,150012110,
509858,221572557,
509859,78218578,
509860,257169904,
509861,56551767,
509862,39936802,
509863,21225055,
509864,117928902,
509865,258512403,
509866,258512402,
509867,258512401,
510001,,B0V6X9
510002,,A6VL04
510003,,A6VQM4
510004,,A6VKP1
510005,,A6VPN6
510006,,A6VL03
510007,,A6VNI1
510008,,A6VKM9
510009,,A6VL97
510010,,A9CHF0
510011,,Q7CRP6
510012,,A9CEX5
510013,,A9CES0
510014,,Q7CVZ2
510015,,Q7CS07
510016,,B9JQU7
510017,,Q7W8F5
510018,,Q7W1I7
510019,,C7M9S7
510020,,A5EDR3
510021,,A5ES37
510022,,A5ET65
510023,,C7RDZ3
510024,,C7REM1
510025,,B8J9Q2
510026,,B8JG16
510027,,Q9K7H1
510029,,Q9K9H4
510031,,Q65IV6
510032,,D6Y196
510033,,D6XZP8
510034,,Q7WHX9
510035,,Q7WQQ0
510038,,Q7WJQ1
510039,,Q7WGZ0
510041,,Q7WJ47
510042,,Q7WN12
510045,,Q7WM76
510046,,Q7WK32
510047,,Q7WIZ4
510049,,Q7WPG5
510051,,Q7WI24
510052,,A5EIX4
510053,,A5EJ16
510054,,A5EDH0
510055,,A5EGT1
510056,,A5E8D2
510057,,A5ELA2
510058,,A5ENF0
510059,,Q0B2F6
510060,,B4EL96
510061,,B4EQJ2
510062,,B1G080
510063,,B1FYD8
510064,,B1G8V6
510065,,Q2T6L7
510066,,Q2T0D2
510067,,A7ZG29
510068,,A7ZBX8
510069,,A7H135
510070,,A7H0N7
510071,,A7GX52
510072,,Q9A8A8
510073,,Q7NYA4
510074,,Q1R0R4
510075,,Q1QZT7
510076,,Q1QSS4
510077,,Q1QZJ6
510078,,Q1QZR9
510079,,Q1QUM6
510080,,Q1QSK0
510081,,Q1QWQ9
510082,,Q1R0X4
510083,,Q1QT87
510084,,Q1QYM9
510085,,Q1QUN2
510086,,Q1R0W9
510087,,Q1QZM6
510088,,Q1R0W5
510089,,Q1R0T6
510090,,Q1R0T9
510091,,Q1R0U2
510092,,Q1QWS3
510093,,A8AMU5
510094,,A8AR30
510095,,A8AER5
